0|sidehacker|10.0||13|Catan
1|Varthlokkur|10.0||13|Catan
2|dougthonus|10.0|Currently, this sits on my list as my favorite game.|13|Catan
3|cypar7|10.0|I know it says how many plays, but many, many were uncounted. I liked this version the best. |13|Catan
4|ssmooth|10.0||13|Catan
5|Halloran|10.0||13|Catan
6|isamu|10.0||13|Catan
7|hreimer|10.0|i will never tire of this game.. Awesome|13|Catan
8|ericgorr|10.0||13|Catan
9|butch|10.0||13|Catan
10|ksgo|10.0||13|Catan
11|daredevil|10.0|This is probably the best game I ever played.  Requires more than just thinking; develops negotiation skills|13|Catan
12|bigodes|10.0||13|Catan
13|Elyah|10.0||13|Catan
14|Krunk2k|10.0||13|Catan
15|Rexyboy|10.0||13|Catan
16|hurkle|10.0|Fantastic game. Got me hooked on games all over again.|13|Catan
17|Thesp|10.0|One of the best games ever created. Period. New board setups allow practically infinite replayability. Expansions are worth having, too.|13|Catan
18|philfry|10.0||13|Catan
19|bnpihl|10.0|Game itself is 9. Only strategy game my family asks me to play. Never gets old.|13|Catan
20|Zagatto|10.0|This is a great game.  I've even got a number of non game players enjoying it.  Fast to learn and always changing.|13|Catan
21|turtle|10.0|One of my all time favorite games. I usually only get to play with 2 players. We use the 2 player variant by Ethan Sprang found on Mayfair Games website under Variant and Scenarios Section.|13|Catan
22|Paul Slavich|10.0||13|Catan
23|starman|10.0||13|Catan
24|marconte|10.0||13|Catan
25|PatB|10.0|Settlers is a gem. If you havn't played it I suggest you go get it right now. |13|Catan
26|mnickerson30|10.0|Old Faithful|13|Catan
27|kevhoffer|10.0||13|Catan
28|davester|10.0||13|Catan
29|eklaver|10.0||13|Catan
30|ScottM|10.0|Everyone I've shown this to, gamer and non-gamer alike, get hooked.|13|Catan
31|grisenthwaite|10.0||13|Catan
32|Capn_Future|10.0|Played this game more than any other, a new classic that will not gather dust.|13|Catan
33|LordChrone|10.0||13|Catan
34|ericleesmith|10.0|One of the best games ever, and one that gets more interesting the more you play it. It deserves its reputation.|13|Catan
35|fledermaus|10.0||13|Catan
36|pbowen|10.0|Everyone that I've introduced this game to has liked it: friends, family (even my grandparents), everyone.|13|Catan
37|cfarrell|10.0|THE classic game of the 90's. Belongs in every game collection. I still play this fairly often - just the basic game alone has surely cracked 100 plays, and throw in all the variants and expansions and this is an incredible system. --- Version Notes: Overall, I think the 2005-ish re-issue of Die Siedler von Catan from Kosmos - featuering plastic pieces - is the most attractive, funcational version of the game. It has bright, pleasing graphics, the smaller resource cards are easy to manage, and the plastic inserts are the most functional inserts ever for a game. It is in German, though. But every version has its charms, even going back to the borderline-ugly Mayfair 1st and 2nd printings (the ones that used photos - I don't actually own either of those printings, but I'd like to just to add to my collection). The 2007 Mayfair edition (the bigger box) is probably the nicest version that Mayfair has done, and is comparable and even superior in some ways to the 2005 Kosmos edition, the first time Mayfair has gone their own way  and done something at least as good as Kosmos. It also has the advantage of being in English. I generally like Mayfair's 3rd printing better than most players - I think it's a nice, distinct set with its own flavor apart from the other versions - but I'd also agree that it's overall not as graphically effective as the other versions, being a little dark.|13|Catan
38|khaighle|10.0|6 players only with the expansion set, of course, which I suppose I could use...|13|Catan
39|bobcousy|10.0|My all time favourite when the boys are around.|13|Catan
40|sarahluna|10.0||13|Catan
41|andy hart|10.0|So, it's a ten then. I hate to have to go with the crowd, but after several years playing, it's still one of the first games to come out during a session. Yes, there's a certain ammount of luck (I once won a game becuase the dice simply WOULD NOT stop coming up 4's. Guess who had 4) but it's usually up to the individual players as to what use they make out of their resources. An real winner. |13|Catan
42|roberto|10.0||13|Catan
43|magnushoglund|10.0||13|Catan
44|sheepdog|10.0||13|Catan
45|Narayannis|10.0||13|Catan
46|Helmut|10.0||13|Catan
47|Scae|10.0|Best all-round game!|13|Catan
48|nadle|10.0|The best game invented in the last decade. With the changeable tileset and the trading system you don't get hardly boring. Also the subject reponds of one's desire: everyone wants to seek their fortune in the unexplored world. We've played once with ten players with two games and a 5&6 player expansion. Great fun.|13|Catan
49|oobydoob|10.0||13|Catan
50|DookTibs|10.0||13|Catan
51|Blaster|10.0|The All time classic.  |13|Catan
52|Martina|10.0||13|Catan
53|jesuska|10.0||13|Catan
54|earnestto|10.0|I love this game because I can play it with my wife.|13|Catan
55|Queex|10.0|One of the all-time greats.|13|Catan
56|Tod Levi|10.0|With the Seafarers Expansion, a near perfect game. A must-own for any gamer.|13|Catan
57|mythboy|10.0|The game that really started it all for me. I'f always loved games but this one has all the elements I love - no down time, constant interaction, non-zero sum, symmetric and no one gets kicked out early.  |13|Catan
58|Wazoo151|10.0||13|Catan
59|xzelan|10.0||13|Catan
